
Tarih	Hft	T1	T2	T3	T4	T5	T6	Joker	Super
20/07/2002	297	14	16	23	24	26	39
13/07/2002	296	3	16	22	28	46	48
06/07/2002	295	2	16	22	31	34	38
29/06/2002	294	8	18	21	32	44	48
22/06/2002	293	17	23	26	28	34	44
15/06/2002	292	2	8	18	22	34	37
08/06/2002	291	4	19	27	29	38	44
01/06/2002	290	14	15	26	29	30	31
25/05/2002	289	5	16	21	27	34	40
18/05/2002	288	5	25	28	31	38	40
11/05/2002	287	1	13	16	42	44	47
04/05/2002	286	9	12	29	30	35	40
27/04/2002	285	3	36	40	41	43	49
20/04/2002	284	3	14	18	19	33	38
13/04/2002	283	1	3	4	22	46	48
06/04/2002	282	12	21	25	27	34	38
30/03/2002	281	4	10	11	15	30	41
23/03/2002	280	1	26	30	37	39	44
16/03/2002	279	9	27	40	41	45	49
09/03/2002	278	10	15	18	19	38	44
02/03/2002	277	11	16	21	34	40	49
23/02/2002	276	22	23	41	43	44	48
16/02/2002	275	2	14	21	36	37	42
09/02/2002	274	2	4	16	26	34	43
02/02/2002	273	1	8	20	30	36	38
26/01/2002	272	2	13	19	37	44	47
19/01/2002	271	15	18	34	36	45	49
12/01/2002	270	2	5	8	15	29	45
05/01/2002	269	10	14	16	24	27	34
2001
Tarih	Hft	T1	T2	T3	T4	T5	T6
29/12/2001	268	3	8	14	17	22	35
22/12/2001	267	21	22	27	39	46	48
15/12/2001	266	15	20	25	30	44	49
08/12/2001	265	1	2	20	29	36	37
01/12/2001	264	9	13	20	23	28	43
24/11/2001	263	1	4	16	39	43	47
17/11/2001	262	7	9	11	36	43	48
10/11/2001	261	4	10	13	38	41	46
03/11/2001	260	4	21	29	35	39	43
27/10/2001	259	1	2	4	9	21	24
20/10/2001	258	3	8	18	36	40	47
13/10/2001	257	21	22	30	33	38	40
06/10/2001	256	7	13	17	18	45	46
29/09/2001	255	8	15	16	24	28	49
22/09/2001	254	9	15	19	21	34	36
15/09/2001	253	11	18	35	36	41	47
08/09/2001	252	8	11	18	19	27	32
01/09/2001	251	8	10	13	30	36	40
25/08/2001	250	4	13	31	34	39	48
18/08/2001	249	8	17	37	39	45	47
11/08/2001	248	1	11	21	27	46	48
04/08/2001	247	9	11	16	42	45	46
28/07/2001	246	14	19	23	31	34	36
21/07/2001	245	9	15	20	26	35	47
14/07/2001	244	1	20	22	37	40	44
07/07/2001	243	4	18	28	36	38	39
30/06/2001	242	3	8	14	25	36	40
23/06/2001	241	4	10	12	14	45	48
16/06/2001	240	8	12	17	27	28	44
09/06/2001	239	3	10	17	35	36	40
02/06/2001	238	1	17	21	37	40	44
26/05/2001	237	11	16	20	28	45	49
19/05/2001	236	10	13	26	38	41	49
12/05/2001	235	10	25	29	32	33	46
05/05/2001	234	6	7	18	34	42	48
28/04/2001	233	9	12	16	20	21	33
21/04/2001	232	6	7	8	31	33	44
14/04/2001	231	2	5	7	13	27	31
07/04/2001	230	3	24	26	27	30	37
31/03/2001	229	3	5	7	10	17	36
24/03/2001	228	1	8	14	18	29	42
17/03/2001	227	4	7	17	18	24	35
10/03/2001	226	3	20	21	27	43	44
03/03/2001	225	1	6	8	13	31	43
24/02/2001	224	19	25	28	29	36	42
17/02/2001	223	5	19	29	32	39	40
10/02/2001	222	1	3	16	35	38	49
03/02/2001	221	1	20	25	26	40	44
27/01/2001	220	30	31	35	38	43	45
20/01/2001	219	3	8	10	12	30	46
13/01/2001	218	12	19	30	31	45	47
06/01/2001	217	2	8	9	32	43	47
2000
Tarih	Hft	T1	T2	T3	T4	T5	T6
30/12/2000	216	7	8	18	23	33	42
23/12/2000	215	11	13	14	39	40	44
16/12/2000	214	1	2	6	7	12	21
09/12/2000	213	14	15	16	25	27	29
02/12/2000	212	6	19	28	32	35	47
25/11/2000	211	8	16	22	43	45	46
18/11/2000	210	2	4	10	30	39	49
11/11/2000	209	3	24	25	31	32	35
04/11/2000	208	4	17	34	40	42	46
28/10/2000	207	7	11	13	15	25	31
21/10/2000	206	9	20	22	30	34	38
14/10/2000	205	15	18	29	31	36	37
07/10/2000	204	1	6	16	30	31	44
30/09/2000	203	16	18	22	39	40	49
23/09/2000	202	10	12	16	31	36	40
16/09/2000	201	2	11	22	32	39	40
09/09/2000	200	12	13	26	27	46	49
02/09/2000	199	1	3	26	30	39	44
26/08/2000	198	12	17	20	24	34	44
19/08/2000	197	7	10	16	42	43	48
12/08/2000	196	5	12	17	19	34	46
05/08/2000	195	4	19	21	28	29	36
29/07/2000	194	1	14	16	37	44	46
22/07/2000	193	4	16	19	26	30	34
15/07/2000	192	9	11	23	30	39	45
08/07/2000	191	4	11	18	32	36	38
01/07/2000	190	12	13	25	30	33	34
24/06/2000	189	4	6	11	16	21	23
17/06/2000	188	1	12	13	34	36	38
10/06/2000	187	4	10	18	21	30	36
03/06/2000	186	7	9	15	18	44	46
27/05/2000	185	7	21	36	39	45	46
20/05/2000	184	6	12	24	27	42	43
13/05/2000	183	6	8	10	14	22	36
06/05/2000	182	4	6	15	21	42	45
29/04/2000	181	7	14	25	32	44	47
22/04/2000	180	2	17	20	29	30	35
15/04/2000	179	18	32	34	42	43	44
08/04/2000	178	1	6	13	16	24	40
01/04/2000	177	1	14	19	32	40	46
25/03/2000	176	9	15	17	24	33	46
18/03/2000	175	8	10	11	19	21	42
11/03/2000	174	21	24	26	27	39	43
04/03/2000	173	5	6	27	38	39	41
26/02/2000	172	1	4	14	19	34	37
19/02/2000	171	4	6	8	14	27	38
12/02/2000	170	4	7	17	20	41	46
05/02/2000	169	3	5	34	42	47	48
29/01/2000	168	6	9	16	17	34	48
22/01/2000	167	1	3	13	15	26	45
15/01/2000	166	6	19	31	36	40	45
08/01/2000	165	5	11	14	23	26	44
01/01/2000	164	3	5	6	15	41	49
1999
Tarih	Hft	T1	T2	T3	T4	T5	T6
25/12/1999	163	2	7	18	22	36	37
18/12/1999	162	22	23	24	25	40	47
11/12/1999	161	8	12	15	17	27	31
04/12/1999	160	13	21	26	27	33	47
27/11/1999	159	1	6	14	27	39	49
20/11/1999	158	9	11	14	31	40	45
13/11/1999	157	19	20	26	28	31	46
06/11/1999	156	7	15	16	21	22	26
30/10/1999	155	6	14	17	21	22	46
23/10/1999	154	6	9	13	17	18	30
16/10/1999	153	5	19	24	26	29	40
09/10/1999	152	10	16	25	27	29	49
02/10/1999	151	3	7	28	32	46	47
25/09/1999	150	6	12	24	32	33	44
18/09/1999	149	2	6	7	14	39	46
11/09/1999	148	4	28	31	39	41	42
04/09/1999	147	2	18	20	23	26	44
28/08/1999	146	3	9	12	15	39	44
21/08/1999	145	7	12	17	20	28	38
14/08/1999	144	19	27	29	32	36	48
07/08/1999	143	8	12	13	21	25	47
31/07/1999	142	4	10	16	18	19	35
24/07/1999	141	6	7	12	17	20	47
17/07/1999	140	17	27	30	38	40	44
10/07/1999	139	6	8	17	32	36	46
03/07/1999	138	24	26	27	38	40	48
26/06/1999	137	17	25	29	31	33	46
19/06/1999	136	12	39	40	41	42	45
12/06/1999	135	27	29	35	39	42	45
05/06/1999	134	4	9	12	14	38	43
29/05/1999	133	2	10	13	26	33	47
22/05/1999	132	7	14	15	26	37	48
15/05/1999	131	6	18	26	33	34	41
08/05/1999	130	14	15	26	32	45	46
01/05/1999	129	2	5	6	32	44	49
24/04/1999	128	5	9	11	31	35	37
17/04/1999	127	1	9	17	23	43	47
10/04/1999	126	8	9	10	24	32	33
03/04/1999	125	1	9	10	23	30	48
27/03/1999	124	9	29	32	33	43	49
20/03/1999	123	3	9	26	42	46	48
13/03/1999	122	2	19	27	28	33	48
06/03/1999	121	18	25	29	34	38	42
27/02/1999	120	7	10	19	25	32	34
20/02/1999	119	12	13	30	31	41	48
13/02/1999	118	3	5	7	19	38	41
06/02/1999	117	11	15	19	24	28	39
30/01/1999	116	1	13	15	28	41	42
23/01/1999	115	14	32	33	34	35	47
16/01/1999	114	20	22	24	34	41	49
09/01/1999	113	14	20	21	23	28	44
02/01/1999	112	7	9	16	22	40	46
1998
Tarih	Hft	T1	T2	T3	T4	T5	T6
26/12/1998	111	1	3	7	39	46	49
19/12/1998	110	1	17	25	26	28	46
12/12/1998	109	4	5	14	32	35	46
05/12/1998	108	8	19	20	27	32	33
28/11/1998	107	5	8	11	25	34	48
21/11/1998	106	8	11	24	36	43	44
14/11/1998	105	7	11	15	17	21	26
07/11/1998	104	4	20	22	35	38	48
31/10/1998	103	17	19	30	43	45	48
24/10/1998	102	5	10	20	27	31	40
17/10/1998	101	9	12	19	22	24	32
10/10/1998	100	5	10	14	15	25	40
03/10/1998	99	8	13	20	32	37	42
26/09/1998	98	3	12	22	23	25	29
19/09/1998	97	19	23	25	40	41	44
12/09/1998	96	23	27	28	30	35	39
05/09/1998	95	7	29	36	38	41	42
29/08/1998	94	20	23	37	39	41	42
22/08/1998	93	5	17	18	39	42	46
15/08/1998	92	6	21	29	38	40	47
08/08/1998	91	3	4	5	10	16	20
01/08/1998	90	2	10	35	36	38	41
25/07/1998	89	5	24	41	43	45	47
18/07/1998	88	2	3	13	19	22	37
11/07/1998	87	20	22	24	29	34	41
04/07/1998	86	9	14	16	22	27	48
27/06/1998	85	11	15	33	40	45	48
20/06/1998	84	6	16	26	44	46	48
13/06/1998	83	1	4	17	20	23	43
06/06/1998	82	2	7	16	17	27	29
30/05/1998	81	9	11	12	13	37	47
23/05/1998	80	8	15	17	35	36	44
16/05/1998	79	13	16	28	29	39	46
09/05/1998	78	5	9	20	28	35	40
02/05/1998	77	6	10	18	28	29	30
25/04/1998	76	4	13	20	34	44	48
18/04/1998	75	1	20	22	35	39	47
11/04/1998	74	2	8	14	17	20	38
04/04/1998	73	1	4	15	33	39	42
28/03/1998	72	6	8	9	20	25	34
21/03/1998	71	2	7	16	24	25	36
14/03/1998	70	12	16	23	36	43	49
07/03/1998	69	3	8	15	35	40	49
28/02/1998	68	11	16	27	35	38	49
21/02/1998	67	10	18	27	35	38	49
14/02/1998	66	19	23	28	30	39	45
07/02/1998	65	2	7	27	41	42	45
31/01/1998	64	3	8	11	30	40	44
24/01/1998	63	7	14	19	34	41	42
17/01/1998	62	5	9	12	16	26	37
10/01/1998	61	11	14	20	27	37	38
03/01/1998	60	13	20	25	28	31	35
1997
Tarih	Hft	T1	T2	T3	T4	T5	T6
27/12/1997	59	1	21	26	32	33	48
20/12/1997	58	1	21	24	29	30	32
13/12/1997	57	8	14	21	37	39	41
06/12/1997	56	10	12	21	37	43	49
29/11/1997	55	12	19	35	41	46	47
22/11/1997	54	5	13	15	27	31	32
15/11/1997	53	1	17	31	32	41	43
08/11/1997	52	1	10	35	37	40	47
01/11/1997	51	1	13	16	19	33	35
25/10/1997	50	15	21	35	37	43	49
18/10/1997	49	17	21	22	24	30	47
11/10/1997	48	3	15	32	36	38	45
04/10/1997	47	14	20	28	38	41	48
27/09/1997	46	22	25	26	32	34	45
20/09/1997	45	7	27	30	33	38	46
13/09/1997	44	4	7	10	21	37	49
06/09/1997	43	7	13	14	16	17	21
30/08/1997	42	5	20	27	29	32	46
23/08/1997	41	8	16	26	28	34	47
16/08/1997	40	12	27	34	39	47	49
09/08/1997	39	8	16	20	28	36	45
02/08/1997	38	10	15	17	28	32	37
26/07/1997	37	5	11	13	24	38	47
19/07/1997	36	7	21	22	30	33	39
12/07/1997	35	2	9	11	13	27	49
05/07/1997	34	6	9	10	13	38	41
28/06/1997	33	8	13	23	25	38	40
21/06/1997	32	15	16	21	28	38	49
14/06/1997	31	11	18	36	38	44	48
07/06/1997	30	14	21	27	35	42	46
31/05/1997	29	8	13	21	28	34	38
24/05/1997	28	1	6	10	35	43	49
17/05/1997	27	15	20	23	30	39	47
10/05/1997	26	1	8	16	28	39	40
03/05/1997	25	5	11	17	36	38	41
26/04/1997	24	3	5	10	22	23	31
19/04/1997	23	1	2	4	12	35	48
12/04/1997	22	14	17	28	33	35	49
05/04/1997	21	1	2	18	19	23	45
29/03/1997	20	19	32	33	41	46	49
22/03/1997	19	2	12	13	25	30	39
15/03/1997	18	11	15	21	33	37	38
08/03/1997	17	2	16	20	22	25	27
01/03/1997	16	18	28	29	32	43	44
22/02/1997	15	14	28	32	38	41	45
15/02/1997	14	3	4	19	26	27	37
08/02/1997	13	11	18	30	40	41	43
01/02/1997	12	13	22	33	38	39	40
25/01/1997	11	22	26	37	38	39	49
18/01/1997	10	5	11	24	29	41	45
11/01/1997	9	4	15	16	18	27	41
04/01/1997	8	3	17	36	41	46	47
1996
Tarih	Hft	T1	T2	T3	T4	T5	T6
28/12/1996	7	4	8	14	24	27	36
21/12/1996	6	2	14	24	25	30	36
14/12/1996	5	2	5	14	30	31	39
07/12/1996	4	7	11	16	18	25	26
30/11/1996	3	6	22	26	31	38	44
23/11/1996	2	3	14	16	23	27	43
16/11/1996	1	5	15	20	32	34	47
